NM_007294.4,NM_007294.4,100.000,7088,0,0,1,7088,1,7088,0.0,13090
NM_007294.4,NM_001407611.1,99.958,7088,0,1,1,7088,1,7085,0.0,13069
NM_007294.4,NM_001407616.1,99.958,7088,0,1,1,7088,1,7085,0.0,13069
NM_007294.4,NM_001407624.1,99.958,7088,0,1,1,7088,1,7085,0.0,13069
NM_007294.4,NM_001407598.1,99.915,7088,0,1,1,7088,1,7082,0.0,13051
NM_007294.4,NM_001407641.1,99.915,7088,0,2,1,7088,1,7082,0.0,13051
NM_007294.4,NM_001407637.1,99.915,7088,0,2,1,7088,1,7082,0.0,13051
NM_007294.4,NM_001407628.1,99.915,7088,0,2,1,7088,1,7082,0.0,13051
NM_007294.4,NM_001407614.1,99.873,7088,0,2,1,7088,1,7079,0.0,13031
NM_007294.4,NM_001407617.1,99.873,7088,0,2,1,7088,1,7079,0.0,13031
NM_007294.4,NM_001407645.1,99.873,7088,0,3,1,7088,1,7079,0.0,13031
NM_007294.4,NM_001407626.1,99.873,7088,0,2,1,7088,1,7079,0.0,13031
NM_007294.4,NM_001407635.1,99.831,7088,0,3,1,7088,1,7076,0.0,13012
NM_007294.4,NM_001407627.1,99.831,7088,0,3,1,7088,1,7076,0.0,13012
NM_007294.4,NM_001407640.1,99.831,7088,0,3,1,7088,1,7076,0.0,13012
NM_007294.4,NM_001407646.1,99.831,7088,0,2,1,7088,1,7076,0.0,13012
NM_007294.4,NM_001407602.1,99.817,7088,0,1,1,7088,1,7075,0.0,13005
NM_007294.4,NM_001407644.1,99.788,7088,0,4,1,7088,1,7073,0.0,12992
NM_007294.4,NM_001407622.1,99.774,7088,0,2,1,7088,1,7072,0.0,12986
NM_007294.4,NM_001407631.1,99.732,7088,0,3,1,7088,1,7069,0.0,12966
NM_007294.4,NM_001407603.1,99.732,7088,0,1,1,7088,1,7069,0.0,12966
NM_007294.4,NM_001407638.1,99.732,7088,0,3,1,7088,1,7069,0.0,12966
NM_007294.4,NM_001407647.1,99.704,7088,0,4,1,7088,1,7067,0.0,12953
NM_007294.4,NM_001407618.1,99.690,7088,0,2,1,7088,1,7066,0.0,12947
NM_007294.4,NM_001407613.1,99.690,7088,0,2,1,7088,1,7066,0.0,12947
NM_007294.4,NM_001407632.1,99.647,7088,0,3,1,7088,1,7063,0.0,12927
NM_007294.4,NM_001407593.1,100.000,6999,0,0,90,7088,1245,8243,0.0,12925
NM_007294.4,NM_001407593.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
NM_007294.4,NM_001407594.1,100.000,6995,0,0,94,7088,628,7622,0.0,12918
NM_007294.4,NM_001407594.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
NM_007294.4,NM_001407596.1,100.000,6995,0,0,94,7088,260,7254,0.0,12918
NM_007294.4,NM_001407596.1,100.000,88,0,0,1,88,1,88,3.64e-34,163
NM_007294.4,NM_001407597.1,100.000,6995,0,0,94,7088,183,7177,0.0,12918
NM_007294.4,NM_001407597.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
NM_007294.4,NM_001407621.1,99.957,6999,0,1,90,7088,1245,8240,0.0,12905
NM_007294.4,NM_001407621.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
NM_007294.4,NM_001407610.1,99.957,6999,0,1,90,7088,1245,8240,0.0,12905
NM_007294.4,NM_001407610.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
NM_007294.4,NM_001407619.1,99.957,6995,0,1,94,7088,628,7619,0.0,12898
NM_007294.4,NM_001407619.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
NM_007294.4,NM_001407625.1,99.957,6995,0,1,94,7088,628,7619,0.0,12898
NM_007294.4,NM_001407625.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
NM_007294.4,NM_001407620.1,99.957,6995,0,1,94,7088,183,7174,0.0,12898
NM_007294.4,NM_001407620.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
NM_007294.4,NM_001407612.1,99.957,6995,0,1,94,7088,183,7174,0.0,12898
NM_007294.4,NM_001407612.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
NM_007294.4,NM_001407615.1,99.957,6995,0,1,94,7088,628,7619,0.0,12898
NM_007294.4,NM_001407615.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
NM_007294.4,NM_001407605.1,100.000,6982,0,0,107,7088,628,7609,0.0,12894
NM_007294.4,NM_001407605.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
NM_007294.4,NM_001407634.1,99.914,6999,0,2,90,7088,1245,8237,0.0,12887
NM_007294.4,NM_001407634.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
NM_007294.4,NM_001407630.1,99.914,6995,0,2,94,7088,628,7616,0.0,12879
NM_007294.4,NM_001407630.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
NM_007294.4,NM_001407636.1,99.914,6995,0,2,94,7088,183,7171,0.0,12879
NM_007294.4,NM_001407636.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
NM_007294.4,NM_001407642.1,99.914,6995,0,2,94,7088,628,7616,0.0,12879
NM_007294.4,NM_001407642.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
NM_007294.4,NM_001407633.1,99.914,6995,0,2,94,7088,628,7616,0.0,12879
NM_007294.4,NM_001407633.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
NM_007294.4,NM_001407629.1,99.914,6995,0,2,94,7088,183,7171,0.0,12879
NM_007294.4,NM_001407629.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
NM_007294.4,NM_001407639.1,99.914,6995,0,2,94,7088,183,7171,0.0,12879
NM_007294.4,NM_001407639.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
NM_007294.4,NM_001407623.1,99.957,6982,0,1,107,7088,628,7606,0.0,12874
NM_007294.4,NM_001407623.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
